# Every genome screened, one row per genome. 20,434 prokaryote genomes (one per named species)
# plus the 88 eukaryote genomes. ftp_path is the NCBI directory the protein file was taken from:
# <ftp_path>/<basename>_protein.faa.gz. The genome page is https://www.ncbi.nlm.nih.gov/datasets/genome/<accession>/
screen	genus	species	accession	organism_name	refseq_category	assembly_level	protein_coding_genes	ftp_path
survey (4+ species)	Streptomyces	Streptomyces longisporoflavus	GCF_014649775.1	Streptomyces longisporoflavus	reference genome	Scaffold	8579	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/775/GCF_014649775.1_ASM1464977v1
survey (4+ species)	Streptomyces	Streptomyces longispororuber	GCF_014656095.1	Streptomyces longispororuber	reference genome	Scaffold	7438	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/656/095/GCF_014656095.1_ASM1465609v1
survey (4+ species)	Streptomyces	Streptomyces longisporus	GCF_039532765.1	Streptomyces longisporus	reference genome	Scaffold	8606	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/765/GCF_039532765.1_ASM3953276v1
survey (4+ species)	Streptomyces	Streptomyces longwoodensis	GCF_001514125.1	Streptomyces longwoodensis	reference genome	Scaffold	7218	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/125/GCF_001514125.1_ASM151412v1
survey (4+ species)	Streptomyces	Streptomyces lothianensis	GCF_047779955.1	Streptomyces lothianensis	reference genome	Contig	5850	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/779/955/GCF_047779955.1_ASM4777995v1
survey (4+ species)	Streptomyces	Streptomyces lucensis	GCF_014650035.1	Streptomyces lucensis JCM 4490	reference genome	Scaffold	6738	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/035/GCF_014650035.1_ASM1465003v1
survey (4+ species)	Streptomyces	Streptomyces lunaelactis	GCF_003054555.1	Streptomyces lunaelactis	reference genome	Complete Genome	7383	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/555/GCF_003054555.1_ASM305455v1
survey (4+ species)	Streptomyces	Streptomyces lunalinharesii	GCF_039532155.1	Streptomyces lunalinharesii	reference genome	Scaffold	7998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/155/GCF_039532155.1_ASM3953215v1
survey (4+ species)	Streptomyces	Streptomyces luomodiensis	GCF_031679605.1	Streptomyces luomodiensis	reference genome	Complete Genome	8071	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/679/605/GCF_031679605.1_ASM3167960v1
survey (4+ species)	Streptomyces	Streptomyces lushanensis	GCF_001700515.1	Streptomyces lushanensis	reference genome	Scaffold	6321	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/515/GCF_001700515.1_ASM170051v1
survey (4+ species)	Streptomyces	Streptomyces lusitanus	GCF_042647945.1	Streptomyces lusitanus	reference genome	Scaffold	6676	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/647/945/GCF_042647945.1_ASM4264794v1
survey (4+ species)	Streptomyces	Streptomyces luteireticuli	GCF_041519305.1	Streptomyces luteireticuli	reference genome	Complete Genome	7663	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/519/305/GCF_041519305.1_ASM4151930v1
survey (4+ species)	Streptomyces	Streptomyces luteocolor	GCF_001748305.1	Streptomyces luteocolor	reference genome	Scaffold	8007	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/748/305/GCF_001748305.1_ASM174830v1
survey (4+ species)	Streptomyces	Streptomyces luteogriseus	GCF_014205055.1	Streptomyces luteogriseus	reference genome	Contig	7494	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/205/055/GCF_014205055.1_ASM1420505v1
survey (4+ species)	Streptomyces	Streptomyces luteolifulvus	GCF_008806595.1	Streptomyces luteolifulvus	reference genome	Scaffold	7887	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/806/595/GCF_008806595.1_ASM880659v1
survey (4+ species)	Streptomyces	Streptomyces luteolus	GCF_029968015.1	Streptomyces luteolus	reference genome	Contig	7440	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/968/015/GCF_029968015.1_ASM2996801v1
survey (4+ species)	Streptomyces	Streptomyces luteosporeus	GCF_039532865.1	Streptomyces luteosporeus	reference genome	Scaffold	5966	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/865/GCF_039532865.1_ASM3953286v1
survey (4+ species)	Streptomyces	Streptomyces lutosisoli	GCF_042674645.1	Streptomyces lutosisoli	reference genome	Contig	9734	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/674/645/GCF_042674645.1_ASM4267464v1
survey (4+ species)	Streptomyces	Streptomyces lycii	GCF_009735685.1	Streptomyces lycii	reference genome	Scaffold	6207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/735/685/GCF_009735685.1_ASM973568v1
survey (4+ species)	Streptomyces	Streptomyces lycopersici	GCF_025568765.1	Streptomyces lycopersici	reference genome	Scaffold	9785	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/568/765/GCF_025568765.1_ASM2556876v1
survey (4+ species)	Streptomyces	Streptomyces lydicamycinicus	GCF_000829715.2	Streptomyces lydicamycinicus	reference genome	Scaffold	7098	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/715/GCF_000829715.2_ASM82971v2
survey (4+ species)	Streptomyces	Streptomyces lydicus	GCF_001984445.1	Streptomyces lydicus	reference genome	Complete Genome	7092	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/445/GCF_001984445.1_ASM198444v1
survey (4+ species)	Streptomyces	Streptomyces mabaensis	GCF_053763515.1	Streptomyces mabaensis	reference genome	Contig	6479	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/763/515/GCF_053763515.1_ASM5376351v1
survey (4+ species)	Streptomyces	Streptomyces macrolidinus	GCF_023887685.1	Streptomyces macrolidinus	reference genome	Contig	5925	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/887/685/GCF_023887685.1_ASM2388768v1
survey (4+ species)	Streptomyces	Streptomyces macrosporus	GCF_039533145.1	Streptomyces macrosporus	reference genome	Scaffold	5834	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/533/145/GCF_039533145.1_ASM3953314v1
survey (4+ species)	Streptomyces	Streptomyces malachitofuscus	GCF_055571035.1	Streptomyces malachitofuscus	reference genome	Scaffold	7517	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/571/035/GCF_055571035.1_ASM5557103v1
survey (4+ species)	Streptomyces	Streptomyces malaysiense	GCF_000980885.2	Streptomyces malaysiense	reference genome	Contig	6918	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/885/GCF_000980885.2_ASM98088v2
survey (4+ species)	Streptomyces	Streptomyces malaysiensis	GCF_040653035.1	Streptomyces malaysiensis subsp. malaysiensis	reference genome	Scaffold	8868	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/653/035/GCF_040653035.1_ASM4065303v1
survey (4+ species)	Streptomyces	Streptomyces mangrovi	GCF_046614795.1	Streptomyces mangrovi	reference genome	Contig	5720	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/614/795/GCF_046614795.1_ASM4661479v1
survey (4+ species)	Streptomyces	Streptomyces mangrovisoli	GCF_000974985.2	Streptomyces mangrovisoli	reference genome	Contig	7782	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/985/GCF_000974985.2_ASM97498v2
survey (4+ species)	Streptomyces	Streptomyces manipurensis	GCF_049570255.1	Streptomyces manipurensis	reference genome	Complete Genome	6974	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/570/255/GCF_049570255.1_ASM4957025v1
survey (4+ species)	Streptomyces	Streptomyces maoxianensis	GCF_042654885.1	Streptomyces maoxianensis	reference genome	Scaffold	6846	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/654/885/GCF_042654885.1_ASM4265488v1
survey (4+ species)	Streptomyces	Streptomyces maremycinicus	GCF_001184025.1	Streptomyces maremycinicus	reference genome	Scaffold	7563	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/184/025/GCF_001184025.1_ASM118402v1
survey (4+ species)	Streptomyces	Streptomyces marianii	GCF_005795905.1	Streptomyces marianii	reference genome	Contig	7711	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/795/905/GCF_005795905.1_ASM579590v1
survey (4+ species)	Streptomyces	Streptomyces marincola	GCF_020410765.1	Streptomyces marincola	reference genome	Complete Genome	5610	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/410/765/GCF_020410765.1_ASM2041076v1
survey (4+ species)	Streptomyces	Streptomyces marinisediminis	GCF_026262575.1	Streptomyces marinisediminis	reference genome	Contig	4706	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/262/575/GCF_026262575.1_ASM2626257v1
survey (4+ species)	Streptomyces	Streptomyces marispadix	GCF_022524345.1	Streptomyces marispadix	reference genome	Contig	5258	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/524/345/GCF_022524345.1_ASM2252434v1
survey (4+ species)	Streptomyces	Streptomyces marokkonensis	GCF_039539045.1	Streptomyces marokkonensis	reference genome	Scaffold	6911	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/539/045/GCF_039539045.1_ASM3953904v1
survey (4+ species)	Streptomyces	Streptomyces mashuensis	GCF_014654785.1	Streptomyces mashuensis	reference genome	Contig	6427	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/654/785/GCF_014654785.1_ASM1465478v1
survey (4+ species)	Streptomyces	Streptomyces massasporeus	GCF_014648995.1	Streptomyces massasporeus	reference genome	Scaffold	8061	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/648/995/GCF_014648995.1_ASM1464899v1
survey (4+ species)	Streptomyces	Streptomyces mauvecolor	GCF_039532965.1	Streptomyces mauvecolor	reference genome	Contig	7502	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/965/GCF_039532965.1_ASM3953296v1
survey (4+ species)	Streptomyces	Streptomyces mayonensis	GCF_018982965.1	Streptomyces mayonensis	reference genome	Contig	7391	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/982/965/GCF_018982965.1_UPLB_Strep_A108
survey (4+ species)	Streptomyces	Streptomyces mayteni	GCF_054783955.1	Streptomyces mayteni	reference genome	Scaffold	7682	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/783/955/GCF_054783955.1_ASM5478395v1
survey (4+ species)	Streptomyces	Streptomyces megasporus	GCF_000718985.1	Streptomyces megasporus	reference genome	Contig	5178	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/718/985/GCF_000718985.1_ASM71898v1
survey (4+ species)	Streptomyces	Streptomyces melanogenes	GCF_044334205.1	Streptomyces melanogenes	reference genome	Scaffold	8003	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/334/205/GCF_044334205.1_ASM4433420v1
survey (4+ species)	Streptomyces	Streptomyces melanosporofaciens	GCF_900105695.1	Streptomyces melanosporofaciens	reference genome	Contig	8705	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/695/GCF_900105695.1_IMG-taxon_2634166371_annotated_assembly
survey (4+ species)	Streptomyces	Streptomyces meridianus	GCF_023703325.1	Streptomyces meridianus	reference genome	Scaffold	4931	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/703/325/GCF_023703325.1_ASM2370332v1
survey (4+ species)	Streptomyces	Streptomyces mesophilus	GCF_011044995.1	Streptomyces mesophilus	reference genome	Scaffold	7903	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/044/995/GCF_011044995.1_ASM1104499v1
survey (4+ species)	Streptomyces	Streptomyces mexicanus	GCF_054653175.1	Streptomyces mexicanus	reference genome	Contig	7022	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/054/653/175/GCF_054653175.1_ASM5465317v1
survey (4+ species)	Streptomyces	Streptomyces microflavus	GCF_013364315.1	Streptomyces microflavus	reference genome	Complete Genome	7237	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/315/GCF_013364315.1_ASM1336431v1
survey (4+ species)	Streptomyces	Streptomyces milbemycinicus	GCF_025908395.1	Streptomyces milbemycinicus	reference genome	Complete Genome	9736	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/908/395/GCF_025908395.1_ASM2590839v1
survey (4+ species)	Streptomyces	Streptomyces millisiae	GCF_031845425.1	Streptomyces millisiae	reference genome	Contig	7207	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/845/425/GCF_031845425.1_ASM3184542v1
survey (4+ species)	Streptomyces	Streptomyces mimosae	GCF_006334995.2	Streptomyces mimosae	reference genome	Contig	5998	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/334/995/GCF_006334995.2_ASM633499v2
survey (4+ species)	Streptomyces	Streptomyces minutiscleroticus	GCF_014650875.1	Streptomyces minutiscleroticus	reference genome	Scaffold	7818	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/875/GCF_014650875.1_ASM1465087v1
survey (4+ species)	Streptomyces	Streptomyces mirabilis	GCF_036073155.1	Streptomyces mirabilis	reference genome	Complete Genome	10203	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/073/155/GCF_036073155.1_ASM3607315v1
survey (4+ species)	Streptomyces	Streptomyces misionensis	GCF_900104815.1	Streptomyces misionensis	reference genome	Contig	7453	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/815/GCF_900104815.1_IMG-taxon_2634166373_annotated_assembly
survey (4+ species)	Streptomyces	Streptomyces mitragynae	GCF_053555975.1	Streptomyces mitragynae	reference genome	Contig	8721	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/555/975/GCF_053555975.1_ASM5355597v1
survey (4+ species)	Streptomyces	Streptomyces mobaraensis	GCF_020099395.1	Streptomyces mobaraensis	reference genome	Complete Genome	6509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/099/395/GCF_020099395.1_ASM2009939v1
survey (4+ species)	Streptomyces	Streptomyces monashensis	GCF_001866665.1	Streptomyces monashensis	reference genome	Contig	8929	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/866/665/GCF_001866665.1_ASM186666v1
survey (4+ species)	Streptomyces	Streptomyces monomycini	GCF_000715845.1	Streptomyces monomycini	reference genome	Scaffold	7691	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/845/GCF_000715845.1_ASM71584v1
survey (4+ species)	Streptomyces	Streptomyces montanisoli	GCF_017813245.1	Streptomyces montanisoli	reference genome	Contig	6401	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/813/245/GCF_017813245.1_ASM1781324v1
survey (4+ species)	Streptomyces	Streptomyces montanus	GCF_005786655.1	Streptomyces montanus	reference genome	Scaffold	8952	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/786/655/GCF_005786655.1_ASM578665v1
survey (4+ species)	Streptomyces	Streptomyces monticola	GCF_042665355.1	Streptomyces monticola	reference genome	Scaffold	8258	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/665/355/GCF_042665355.1_ASM4266535v1
survey (4+ species)	Streptomyces	Streptomyces mooreae	GCF_031845725.1	Streptomyces mooreae	reference genome	Contig	7237	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/845/725/GCF_031845725.1_ASM3184572v1
survey (4+ species)	Streptomyces	Streptomyces morookaense	GCF_014656115.1	Streptomyces morookaense	reference genome	Scaffold	6522	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/656/115/GCF_014656115.1_ASM1465611v1
survey (4+ species)	Streptomyces	Streptomyces muensis	GCF_021474425.1	Streptomyces muensis	reference genome	Contig	8559	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/474/425/GCF_021474425.1_ASM2147442v1
survey (4+ species)	Streptomyces	Streptomyces murinus	GCF_025231465.1	Streptomyces murinus	reference genome	Complete Genome	7124	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/231/465/GCF_025231465.1_ASM2523146v1
survey (4+ species)	Streptomyces	Streptomyces musisoli	GCF_016741855.1	Streptomyces musisoli	reference genome	Contig	7931	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/741/855/GCF_016741855.1_ASM1674185v1
survey (4+ species)	Streptomyces	Streptomyces mutabilis	GCF_046628145.1	Streptomyces mutabilis	reference genome	Complete Genome	7044	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/628/145/GCF_046628145.1_ASM4662814v1
survey (4+ species)	Streptomyces	Streptomyces mutomycini	GCF_042657935.1	Streptomyces mutomycini	reference genome	Scaffold	6050	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/657/935/GCF_042657935.1_ASM4265793v1
survey (4+ species)	Streptomyces	Streptomyces naganishii	GCF_014650575.1	Streptomyces naganishii JCM 4654	reference genome	Contig	6677	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/575/GCF_014650575.1_ASM1465057v1
survey (4+ species)	Streptomyces	Streptomyces nanhaiensis	GCF_046614825.1	Streptomyces nanhaiensis	reference genome	Contig	5860	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/614/825/GCF_046614825.1_ASM4661482v1
survey (4+ species)	Streptomyces	Streptomyces nanshensis	GCF_001751255.1	Streptomyces nanshensis	reference genome	Scaffold	6516	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/751/255/GCF_001751255.1_ASM175125v1
survey (4+ species)	Streptomyces	Streptomyces naphthomycinicus	GCF_020400595.2	Streptomyces naphthomycinicus	reference genome	Scaffold	8437	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/400/595/GCF_020400595.2_ASM2040059v2
survey (4+ species)	Streptomyces	Streptomyces narbonensis	GCF_014649015.1	Streptomyces narbonensis	reference genome	Scaffold	6757	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/015/GCF_014649015.1_ASM1464901v1
survey (4+ species)	Streptomyces	Streptomyces natalensis	GCF_000935125.1	Streptomyces natalensis ATCC 27448	reference genome	Contig	7577	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/125/GCF_000935125.1_SNA_1.0
survey (4+ species)	Streptomyces	Streptomyces netropsis	GCF_037414505.1	Streptomyces netropsis	reference genome	Complete Genome	6811	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/414/505/GCF_037414505.1_Str_netropsis_B-235_v1
survey (4+ species)	Streptomyces	Streptomyces neyagawaensis	GCF_028863365.1	Streptomyces neyagawaensis	reference genome	Contig	8421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/863/365/GCF_028863365.1_ASM2886336v1
survey (4+ species)	Streptomyces	Streptomyces nidicola	GCF_050106155.1	Streptomyces nidicola	reference genome	Contig	8326	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/106/155/GCF_050106155.1_ASM5010615v1
survey (4+ species)	Streptomyces	Streptomyces niger	GCF_000718305.1	Streptomyces niger	reference genome	Contig	7315	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/718/305/GCF_000718305.1_ASM71830v1
survey (4+ species)	Streptomyces	Streptomyces nigra	GCF_003074055.1	Streptomyces nigra	reference genome	Complete Genome	6755	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/055/GCF_003074055.1_ASM307405v1
survey (4+ species)	Streptomyces	Streptomyces nigrescens	GCF_027626975.1	Streptomyces nigrescens	reference genome	Complete Genome	7963	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/626/975/GCF_027626975.1_ASM2762697v1
survey (4+ species)	Streptomyces	Streptomyces niphimycinicus	GCF_018883605.1	Streptomyces niphimycinicus	reference genome	Scaffold	9250	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/883/605/GCF_018883605.1_ASM1888360v1
survey (4+ species)	Streptomyces	Streptomyces nitrosporeus	GCF_008704555.1	Streptomyces nitrosporeus	reference genome	Complete Genome	6466	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/555/GCF_008704555.1_ASM870455v1
survey (4+ species)	Streptomyces	Streptomyces niveiscabiei	GCF_033794345.1	Streptomyces niveiscabiei	reference genome	Scaffold	8586	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/794/345/GCF_033794345.1_ASM3379434v1
survey (4+ species)	Streptomyces	Streptomyces niveus	GCF_036227585.1	Streptomyces niveus	reference genome	Complete Genome	7431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/227/585/GCF_036227585.1_ASM3622758v1
survey (4+ species)	Streptomyces	Streptomyces noboritoensis	GCF_042434995.1	Streptomyces noboritoensis	reference genome	Contig	8115	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/434/995/GCF_042434995.1_ASM4243499v1
survey (4+ species)	Streptomyces	Streptomyces nodosus	GCF_008704995.1	Streptomyces nodosus	reference genome	Complete Genome	6618	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/995/GCF_008704995.1_ASM870499v1
survey (4+ species)	Streptomyces	Streptomyces nogalater	GCF_039532885.1	Streptomyces nogalater	reference genome	Scaffold	7303	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/532/885/GCF_039532885.1_ASM3953288v1
survey (4+ species)	Streptomyces	Streptomyces nojiriensis	GCF_017639205.1	Streptomyces nojiriensis	reference genome	Complete Genome	7977	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/205/GCF_017639205.1_ASM1763920v1
survey (4+ species)	Streptomyces	Streptomyces nondiastaticus	GCF_040678695.1	Streptomyces nondiastaticus	reference genome	Scaffold	6869	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/678/695/GCF_040678695.1_ASM4067869v1
survey (4+ species)	Streptomyces	Streptomyces noursei	GCF_016917755.1	Streptomyces noursei	reference genome	Complete Genome	8291	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/917/755/GCF_016917755.1_ASM1691775v1
survey (4+ species)	Streptomyces	Streptomyces novaecaesareae	GCF_000716875.1	Streptomyces novaecaesareae	reference genome	Contig	6394	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/716/875/GCF_000716875.1_ASM71687v1
survey (4+ species)	Streptomyces	Streptomyces nymphaeiformis	GCF_014203895.1	Streptomyces nymphaeiformis	reference genome	Scaffold	8206	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/203/895/GCF_014203895.1_ASM1420389v1
survey (4+ species)	Streptomyces	Streptomyces oceani	GCF_001751245.1	Streptomyces oceani	reference genome	Scaffold	5089	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/751/245/GCF_001751245.1_ASM175124v1
survey (4+ species)	Streptomyces	Streptomyces ochraceiscleroticus	GCF_000720485.1	Streptomyces ochraceiscleroticus	reference genome	Contig	7247	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/720/485/GCF_000720485.1_ASM72048v1
survey (4+ species)	Streptomyces	Streptomyces odonnellii	GCF_000981895.1	Streptomyces odonnellii	reference genome	Contig	6949	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/895/GCF_000981895.1_ASM98189v1
survey (4+ species)	Streptomyces	Streptomyces odontomachi	GCF_024435355.1	Streptomyces odontomachi	reference genome	Contig	8441	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/435/355/GCF_024435355.1_ASM2443535v1
survey (4+ species)	Streptomyces	Streptomyces odontomachicola	GCF_039605595.1	Streptomyces odontomachicola	reference genome	Contig	6997	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/605/595/GCF_039605595.1_ASM3960559v1
survey (4+ species)	Streptomyces	Streptomyces odontotermitis	GCF_050510915.1	Streptomyces odontotermitis	reference genome	Contig	8909	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/510/915/GCF_050510915.1_ASM5051091v1
survey (4+ species)	Streptomyces	Streptomyces okerensis	GCF_045519255.1	Streptomyces okerensis	reference genome	Complete Genome	6700	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/519/255/GCF_045519255.1_57573
survey (4+ species)	Streptomyces	Streptomyces olindensis	GCF_040645895.1	Streptomyces olindensis	reference genome	Scaffold	7941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/645/895/GCF_040645895.1_ASM4064589v1
survey (4+ species)	Streptomyces	Streptomyces olivaceiscleroticus	GCF_039521225.1	Streptomyces olivaceiscleroticus	reference genome	Contig	7630	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/521/225/GCF_039521225.1_ASM3952122v1
survey (4+ species)	Streptomyces	Streptomyces olivaceoviridis	GCF_014650115.1	Streptomyces olivaceoviridis	reference genome	Scaffold	8315	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/115/GCF_014650115.1_ASM1465011v1
survey (4+ species)	Streptomyces	Streptomyces olivaceus	GCF_015244315.1	Streptomyces olivaceus	reference genome	Complete Genome	7084	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/244/315/GCF_015244315.1_ASM1524431v1
survey (4+ species)	Streptomyces	Streptomyces olivochromogenes	GCF_001514115.1	Streptomyces olivochromogenes	reference genome	Scaffold	10180	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/514/115/GCF_001514115.1_ASM151411v1
survey (4+ species)	Streptomyces	Streptomyces olivoverticillatus	GCF_014203555.1	Streptomyces olivoverticillatus	reference genome	Scaffold	4884	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/203/555/GCF_014203555.1_ASM1420355v1
survey (4+ species)	Streptomyces	Streptomyces omiyaensis	GCF_014650895.1	Streptomyces omiyaensis	reference genome	Scaffold	7462	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/895/GCF_014650895.1_ASM1465089v1
survey (4+ species)	Streptomyces	Streptomyces orinoci	GCF_003121295.1	Streptomyces orinoci	reference genome	Contig	6486	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/121/295/GCF_003121295.1_ASM312129v1
survey (4+ species)	Streptomyces	Streptomyces ortus	GCF_026341275.1	Streptomyces ortus	reference genome	Scaffold	7842	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/341/275/GCF_026341275.1_ASM2634127v1
survey (4+ species)	Streptomyces	Streptomyces oryzae	GCF_017676365.1	Streptomyces oryzae	reference genome	Contig	6670	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/676/365/GCF_017676365.1_ASM1767636v1
survey (4+ species)	Streptomyces	Streptomyces osmaniensis	GCF_039538545.1	Streptomyces osmaniensis	reference genome	Contig	9003	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/538/545/GCF_039538545.1_ASM3953854v1
survey (4+ species)	Streptomyces	Streptomyces ossamyceticus	GCF_040612295.1	Streptomyces ossamyceticus	reference genome	Scaffold	8350	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/612/295/GCF_040612295.1_ASM4061229v1
survey (4+ species)	Streptomyces	Streptomyces otsuchiensis	GCF_004305975.1	Streptomyces otsuchiensis	reference genome	Scaffold	5076	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/305/975/GCF_004305975.1_ASM430597v1
survey (4+ species)	Streptomyces	Streptomyces ovatisporus	GCF_042653885.1	Streptomyces ovatisporus	reference genome	Scaffold	5385	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/653/885/GCF_042653885.1_ASM4265388v1
